"gene_symbol","entrez_human","entrez_rat","entrez_mouse","Unirprot_Human","Uniprot_Rat","Uniprot_mouse","gene_name","synonym","DbTF","pubmed_id","evidence_type","AnimalTFDB","DBD","GOC","JASPAR","ORFeome","Ravasi_et_al","TcoF_DB","TFCat","TFClass_human","TFclass_mouse","Vaquerizas_et_al","pubmed_id_1","taxon","pubmed_id_2","taxon_1","pubmed_id_3","taxon_2","pubmed_id_4","taxon_3","pubmed_id_5","taxon_4","pubmed_id_6","taxon_5","GOC981_select_EC"
"ZFP457","0","0","431706","0","0","L7N1X4;Q7M6X7","zinc finger protein 457","RSLCAN-6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP458","0","499563","238690","0","Q5U307","Q6P5C7","zinc finger protein 458","BC062958|RSLCAN-7|MSZF59-2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP459","0","0","328274","0","0","Q8BZ17","zinc finger protein 459","9930025G17RIK|RSLCAN-14","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP46","0","298558","22704","0","M0RDB0","Q8BPP0","zinc finger protein 46","0","0","0","0","1","0","0","0","0","0","0","0","0","TFclass_mouse","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF460","10794","0","0","Q14592","0","0","zinc finger protein 460","HZF8|ZNF272","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF461","92283","0","0","B4DRP8;Q8TAF7","0","0","zinc finger protein 461","GIOT-1|GIOT1","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF462","58499","362522","242466","Q63HJ5;Q96JM2","0","B1AWL2;Q69ZA0;Q8CD61","zinc finger protein 462","ZFP462","0","0","0","0","1","0","0","0","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF469","84627","691499","0","Q96JG9","0","0","zinc finger protein 469","BCS","0","0","0","1","0","0","0","0","1","0","1","TFclass","TFclass_mouse","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF471","57573","0","0","Q9BX82","0","0","zinc finger protein 471","ERP1|Z1971","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP472","0","314587","224691","0","Q7TPB3","B0V2W5;Q3UQI7","zinc finger protein 472","KRIM-1|KRIM1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF473","25888","292884","243963","Q8WTR7","0","Q4VA40;Q8BI67","zinc finger protein 473","HZFP100|ZN473","0","0","0","1","1","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF474","133923","307310","66758","Q6S9Z5","D4A016","Q6V5K9","zinc finger protein 474","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF479","90827","0","0","Q96JC4","0","0","zinc finger protein 479","KR19","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF48","197407","308991","233887","Q96MX3","0","Q3US17","zinc finger protein 48","ZNF553","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF480","147657","0","0","B7Z8E1;F8WEZ9;Q8WV37","0","0","zinc finger protein 480","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF483","158399","170955","100041581","Q8TF39","Q99PJ8","A2ALW2","zinc finger protein 483","ZSCAN48|ZKSCAN16","0","0","0","1","1","0","0","0","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF484","83744","0","0","Q5JVG2","0","0","zinc finger protein 484","BA526D8.4","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF485","220992","0","0","Q8NCK3","0","0","zinc finger protein 485","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF486","90649","0","0","Q4G180;Q96H40","0","0","zinc finger protein 486","KRBO2","0","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF487P","642819","0","0","0","0","0","zinc finger protein 487; pseudogene","KRBO1|ZNF487","0","0","0","1","0","0","0","0","0","0","0","TFclass_synonym","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF488","118738","290571","382867","Q96MN9","D4AAF0","Q5HZG9","zinc finger protein 488","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF490","57474","0","0","Q9ULM2","0","0","zinc finger protein 490","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF491","126069","0","0","Q8N8L2","0","0","zinc finger protein 491","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF493","284443","0","72958","Q6ZR52","0","E9Q1L8","zinc finger protein 493","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP494","0","299648","0","0","0","0","zinc finger protein 494","ZNF494","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF497","162968","0","0","Q6ZNH5","0","0","zinc finger protein 497","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF500","26048","363048","0","O60304;Q0VAL1","0","0","zinc finger protein 500","ZKSCAN18","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF501","115560","0","0","Q96CX3","0","0","zinc finger protein 501","ZNF|ZNF52","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF502","91392","0","0","Q8TBZ5;Q96K08","0","0","zinc finger protein 502","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF503","84858","305687","218820","Q96F45","G3V7W0","Q7TMA2","zinc finger protein 503","NOLZ-1|NOLZ1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF506","440515","0","0","Q5JVG8","0","0","zinc finger protein 506","0","0","0","0","1","0","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF507","22847","292816","668501","Q8TCN5","D3ZYC1","Q6ZPY5","zinc finger protein 507","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP51","0","308232","22709","0","B5DEZ5","Q3U4L8;Q3UZS6","zinc finger protein 51","ZFP54|Fnp-1| Zfp-1| mkr-1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF510","22869","0","0","Q9Y2H8","0","0","zinc finger protein 510","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF511","118472","293586","69752","Q8NB15","D4AAR5","Q6P0X2","zinc finger protein 511","0","0","0","0","0","0","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF512","84450","313906","269639","B4DES6;B7Z9P6;Q96ME7","D3ZIF0","Q69Z99","zinc finger protein 512","0","0","0","0","1","1","0","0","0","1","0","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF514","84874","0","0","Q96K75","0","0","zinc finger protein 514","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF516","9658","291406","329003","Q2YDX2;Q92618","D4A239","Q7TSH3","zinc finger protein 516","HST287","0","0","0","1","1","0","0","1","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF518A","9849","309478","72672","Q6AHZ1","Q499R0","B2RRF6","zinc finger protein 518A","ZNF518","0","0","0","0","1","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF518B","85460","0","100515","Q9C0D4","0","J3QPN0","zinc finger protein 518B","0","0","0","0","0","1","0","0","0","0","0","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF519","162655","0","0","Q8TB69","0","0","zinc finger protein 519","HST2362","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP52","0","361487","22710","0","Q5U2X3","Q8BJ45","zinc finger protein 52","KRAB11|ZFP-52|ZFP76|MSZF23-2|MSZF24|MSZF34|MSZF75|ZFEC29","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF521","25925","307579","225207","J3KTI4;Q96K83","D3ZQM2","Q6KAS7","zinc finger protein 521","EHZF|EVI3","0","0","0","1","1","0","0","1","0","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF524","147807","365179","66056","Q96C55","0","Q9D0B1","zinc finger protein 524","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF525","170958","0","0","0","0","0","zinc finger protein 525","0","0","0","0","1","0","0","0","0","0","0","0","TFclass","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF526","116115","0","210172","H9ZYJ3;Q8TF50","0","Q8BI66","zinc finger protein 526","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF527","84503","0","0","Q8NB42","0","0","zinc finger protein 527","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF528","84436","0","0","Q3MIS6","0","0","zinc finger protein 528","0","0","0","0","1","1","0","0","1","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF529","57711","0","0","Q6P280","0","0","zinc finger protein 529","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF530","348327","0","0","Q6P9A1","0","0","zinc finger protein 530","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF532","55205","307362","328977","B3KXW2;Q9HCE3","D4A659","Q3TQ12;Q6NXK2;S4R2I9","zinc finger protein 532","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP534","0","0","100503584","0","0","A2A7A1","zinc finger protein 534","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF534","147658","0","100043100","Q1T7F5;Q1T7F6;Q76KX8","0","0","zinc finger protein 534","KRBO3","0","0","0","1","1","0","0","1","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF540","163255","0","0","Q8NDQ6","0","0","zinc finger protein 540","NBLA10512","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF541","84215","308108","666528","Q9H0D2","D3Z8I0","Q0GGX2","zinc finger protein 541","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF542","147947","0","0","0","0","0","zinc finger protein 542","0","0","0","0","0","1","0","0","1","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF543","125919","0","0","Q08ER8","0","0","zinc finger protein 543","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF544","27300","0","0","Q6NX49","0","0","zinc finger protein 544","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF546","339327","0","0","B3KVL3;M0QY24;Q86UE3","0","0","zinc finger protein 546","ZNF49","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF547","284306","0","0","Q8IVP9","0","0","zinc finger protein 547","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF548","147694","0","0","Q8NEK5","0","0","zinc finger protein 548","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF549","256051","0","0","Q6P9A3","0","0","zinc finger protein 549","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF550","162972","0","0","Q7Z398","0","0","zinc finger protein 550","0","0","0","0","1","0","0","0","1","1","0","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF551","90233","0","619331","Q7Z340","0","B2RUI1","zinc finger protein 551","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF552","79818","0","0","B7Z1H1;Q9H707","0","0","zinc finger protein 552","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF554","115196","0","0","B3KNM4;Q86TJ5","0","0","zinc finger protein 554","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF555","148254","0","0","Q8NEP9","0","0","zinc finger protein 555","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF556","80032","0","0","Q9HAH1","0","0","zinc finger protein 556","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF557","79230","0","0","Q8N988","0","0","zinc finger protein 557","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF558","148156","0","72230","Q96NG5","0","E9Q1J0;Q9DAN2","zinc finger protein 558","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF559","84527","0","0","B3KPL8;B4DP29;Q3LIC1;Q9BR84","0","0","zinc finger protein 559","NBLA00121","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF56","7608","365224","104180","0","0","0","zinc finger protein 56","ZNF742","0","0","0","0","1","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF560","147741","0","434377","Q96MR9","0","Q3URI6","zinc finger protein 560","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF561","93134","0","0","Q8N587","0","0","zinc finger protein 561","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF562","54811","0","0","B4DZP9;B4E2P7;Q6V9R5","0","0","zinc finger protein 562","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF563","147837","314584","240068","Q8TA94","0","B8JJZ9","zinc finger protein 563","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF564","163050","0","0","Q8TBZ8","0","0","zinc finger protein 564","0","0","0","0","1","1","0","0","1","1","0","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF565","147929","0","0","Q8N9K5","0","0","zinc finger protein 565","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF566","84924","502316","72556","B4DRR6;Q969W8","B2RZ94","Q8VCI1","zinc finger protein 566","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF567","163081","0","0","Q8N184","0","0","zinc finger protein 567","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF568","374900","308488","243905","A2VDJ6;Q3ZCX4;Q96AZ9","0","E9PYI1;Q0VGV0;Q3UPK4","zinc finger protein 568","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF569","148266","365224","72723","Q5MCW4","0","Q80W31","zinc finger protein 569","ZAP1|ZNF","0","0","0","1","1","0","0","1","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF57","126295","361783","22715","A5HJR3;Q68EA5","A0JPK3","Q8C6P8","zinc finger protein 57","ZNF424","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF570","148268","0","0","Q96NI8","0","0","zinc finger protein 570","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF571","51276","0","0","A8K5U8;Q7Z3V5","0","0","zinc finger protein 571","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF572","137209","0","74920","Q7Z3I7","0","0","zinc finger protein 572","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF573","126231","0","0","Q86YE8","0","0","zinc finger protein 573","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF574","64763","308434","232976","Q6ZN55;Q71MF7","Q504L7","Q8BY46","zinc finger protein 574","FP972","0","0","0","1","1","0","0","1","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF575","284346","308430","101544","Q86XF7","D4AB91","B2RX29;Q3TXZ1","zinc finger protein 575","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF576","79177","0","0","Q9H609","0","0","zinc finger protein 576","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF577","84765","0","0","Q9BSK1","0","0","zinc finger protein 577","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF578","147660","0","0","Q3MI94;Q96N58","0","0","zinc finger protein 578","0","0","0","0","0","0","0","0","0","1","0","1","TFclass","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF579","163033","308339","68490","Q8NAF0","B1WBW3","Q80VM4","zinc finger protein 579","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP58","0","0","238693","0","0","P16372","zinc finger protein 58","A530094I17RIK|MFG-1|MFG1|RSLCAN5|ZFP817","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF581","51545","0","0","Q9P0T4","0","0","zinc finger protein 581","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF582","147948","0","0","Q96NG8","0","0","zinc finger protein 582","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF583","147949","499068","213011","Q96ND8","0","Q3V080","zinc finger protein 583","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF584","201514","0","0","F6W0P0;Q8IVC4","0","0","zinc finger protein 584","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF585A","199704","0","0","Q6P3V2","0","0","zinc finger protein 585A","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP658","0","0","210104","0","0","Q5PPQ4","ZINC FINGER PROTEIN 585A-LIKE","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF585B","92285","0","0","Q52M93","0","0","zinc finger protein 585B","SZFP41","0","0","0","1","0","0","0","1","1","0","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF586","54807","0","0","Q9NXT0","0","0","zinc finger protein 586","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF587","84914","0","0","Q96SQ5","0","0","zinc finger protein 587","ZF6","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF587B","100293516","0","0","E7ETH6","0","0","zinc finger protein 587B","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP59","0","685610","22717","0","0","F8VPX4","zinc finger protein 59","MFG-2|MFG2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF593","51042","298546","68040","O00488","B2GV37","Q9DB42","zinc finger protein 593","ZT86","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF594","84622","0","0","Q6ZNC6;Q96JF6","0","0","zinc finger protein 594","0","0","0","0","1","1","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF595","152687","0","218314","B4DU56;B4DX79;Q7Z3I0","0","B9EIT6;Q3UWJ2;Q8BIN6","zinc finger protein 595","0","0","0","0","1","0","0","0","0","1","0","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF596","169270","0","0","Q8TC21","0","0","zinc finger protein 596","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF597","146434","266774","71063","Q96LX8","Q6AZ70","E9Q6S0","zinc finger protein 597","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF598","90850","287119","213753","Q86UK7","D3ZR64","Q80YR4","zinc finger protein 598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF599","148103","0","235048","Q96NL3","0","E9PWP1;Q810J2","zinc finger protein 599","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP600","0","0","667666","0","0","A2A7V0;Q32P07","zinc finger protein 600","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF600","162966","0","667666","Q6ZNG1","0","A2A7V0;Q32P07","zinc finger protein 600","KR-ZNF1","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF605","100289635","0","675812","Q86T29","0","E9QAH2;Q8BRQ8","zinc finger protein 605","0","0","0","0","1","0","0","0","1","0","1","0","TFclass","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF606","80095","292610","67370","Q8WXB4;Q9H7U2","G3V8H6","Q2TAX9;Q3UTP2;Q69Z88;Q7TSV0","zinc finger protein 606","ZNF328","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF607","84775","0","0","Q96SK3","0","0","zinc finger protein 607","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF608","57507","307296","269023","B3KPE6;Q9ULD9","D3ZNA1","B9EKR3;Q56A10","zinc finger protein 608","NY-REN-36","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF609","23060","363412","214812","O15014","D4ACN4","Q8BZ47","zinc finger protein 609","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP61","0","499094","22719","0","F1M975;Q6AYK0","Q923D1","zinc finger protein 61","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF610","162963","0","0","Q8N9Z0","0","0","zinc finger protein 610","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF611","81856","0","0","Q8N823","0","0","zinc finger protein 611","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF613","79898","0","0","Q6PF04","0","0","zinc finger protein 613","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF614","80110","0","0","Q8N883","0","0","zinc finger protein 614","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF615","284370","0","0","Q8N8J6","0","0","zinc finger protein 615","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF616","90317","0","327963","Q08AN1","0","J3QN14","zinc finger protein 616","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP617","0","100361660","170938","0","0","Q91WM0","zinc finger protein 617","ZFPS11-6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF618","114991","313253","72701","Q5T7W0","0","F8WIU3","zinc finger protein 618","FP13169|NEDD10","0","0","0","1","1","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF619","285267","0","70227","Q8N2I2","0","G3X9T2;Q66JZ1","zinc finger protein 619","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
