"gene_symbol","entrez_human","entrez_rat","entrez_mouse","Unirprot_Human","Uniprot_Rat","Uniprot_mouse","gene_name","synonym","DbTF","pubmed_id","evidence_type","AnimalTFDB","DBD","GOC","JASPAR","ORFeome","Ravasi_et_al","TcoF_DB","TFCat","TFClass_human","TFclass_mouse","Vaquerizas_et_al","pubmed_id_1","taxon","pubmed_id_2","taxon_1","pubmed_id_3","taxon_2","pubmed_id_4","taxon_3","pubmed_id_5","taxon_4","pubmed_id_6","taxon_5","GOC981_select_EC"
"PSMC5","5705","81827","19184","P62195","P62198","P62196","proteasome (prosome; macropain) 26S subunit; ATPase; 5","S8|SUG-1|SUG1|TBP10|TRIP1|P45|P45/SUG","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PSMD11","5717","303353","69077","O00231","D3Z950","Q3UWW9;Q5BKQ9;Q8BG32","proteasome (prosome; macropain) 26S subunit; non-ATPase; 11","RPN6|S9|P44.5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PSMD12","5718","287772","66997","O00232","Q5XIC6","Q9D8W5","proteasome (prosome; macropain) 26S subunit; non-ATPase; 12","RPN5|P55","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRMT3","10196","89820","71974","O60678;Q8WUV3","O70467","Q922H1","protein arginine methyltransferase 3","HRMT1L3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRMT5","10419","364382","27374","B4DV00;O14744","D4A0E8","Q8CIG8","protein arginine methyltransferase 5","HRMT1L5|IBP72|JBP1|SKB1|SKB1HS","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRMT7","54496","361402","214572","Q9NVM4","Q5U4E8","Q922X9","protein arginine methyltransferase 7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PIAS1","8554","300772","56469","O75925;Q1XBU8","A9UK05","O88907;Q2M4G9","protein inhibitor of activated STAT; 1","DDXBP1|GBP|GU/RH-II|ZMIZ3","0","0","0","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PIAS2","9063","83422","17344","O75928","Q6AZ28","F8WHS8;G3UWE3;Q3V3U5;Q8C5D8","protein inhibitor of activated STAT; 2","ARIP3|DIP|MIZ|MIZ1|PIASX|PIASX-ALPHA|PIASX-BETA|SIZ2|ZMIZ4","0","0","0","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PIAS3","10401","83614","229615","B3KNI3;Q9Y6X2","O70260","O54714","protein inhibitor of activated STAT; 3","ZMIZ5","0","0","0","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PIAS4","51588","362827","59004","Q8N2W9","B5DFF9","Q3ULQ6;Q9JM05","protein inhibitor of activated STAT; 4","PIASY|PIASG|ZMIZ6","0","0","0","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PKN1","5585","29355","320795","Q16512","Q63433","P70268","protein kinase N1","DBK|PAK-1|PAK1|PKN|PKN-ALPHA|PRK1|PRKCL1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRKDC","5591","360748","19090","P78527","0","P97313","protein kinase; DNA-activated; catalytic polypeptide","DNA-PKCS|DNAPK|DNPK1|HYRC|HYRC1|XRCC7|P350","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PPP1R10","5514","65045","52040","Q2L6I0;Q96QC0","A4QN30;O55000","Q80W00","protein phosphatase 1; regulatory subunit 10","CAT53|FB19|PNUTS|PP1R10|R111|P99","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PPP1R13L","10848","686781","333654","Q8WUF5","0","Q3TCU2;Q5I1X5","protein phosphatase 1; regulatory subunit 13 like","IASPP|NKIP1|RAI|RAI4","0","0","0","0","0","0","0","1","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PPP1R13B","23368","314465","21981","Q96KQ4","D4A6A8","Q62415","protein phosphatase 1; regulatory subunit 13B","ASPP1|P53BP2-LIKE|P85","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PPP1R8","5511","313030","100336","Q12972;Q6ICT4","B1WC70","A2ADR8;Q8R3G1","protein phosphatase 1; regulatory subunit 8","ARD-1|ARD1|NIPP-1|NIPP1|PRO2047","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PPP2CA","5515","24672","19052","B3KUN1;P67775","P63331","P63330","protein phosphatase 2; catalytic subunit; alpha isozyme","PP2AC|PP2CA|PP2CALPHA|RP-C","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PPP2R1A","5518","117281","51792","A8K7B7;P30153","Q5XI34","Q76MZ3","protein phosphatase 2; regulatory subunit A; alpha","PP2A-AALPHA|PP2AAALPHA|PR65A","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PPP2R3B","28227","0","0","Q9Y5P8","0","0","protein phosphatase 2; regulatory subunit B''; beta","NYREN8|PPP2R3L|PPP2R3LY|PR48","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PPP3R1","5534","29748","19058","P63098","P63100","Q63810","protein phosphatase 3; regulatory subunit B; alpha","CALNB1|CNB|CNB1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRKRIR","5612","308845","72981","O43422","D4AD80","Q9CUX1","protein-kinase; interferon-inducible double stranded RNA dependent inhibitor; repressor of (P58 repressor)","DAP4|P52RIPK|THAP0","0","0","0","0","0","0","0","0","0","0","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PTMA","5757","29222","100043740","P06454;Q53S24","P06302","0","prothymosin; alpha","TMSA","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRPF31","26121","292536","68988","E7ESA8;F1T0A5;Q8WWY3","D3ZI68","Q8CCF0","PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)","NY-BR-99|PRP31|RP11","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRPF4B","8899","291078","19134","Q13523","Q5RKH1","Q61136;Q8C5G1","PRP4 pre-mRNA processing factor 4 homolog B (yeast)","PR4H|PRP4|PRP4H|PRP4K|DJ1013A10.1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRPF6","24148","366276","68879","O94906","A1A5S1","Q91YR7","PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)","ANT-1|ANT1|C20ORF14|PRP6|TOM|U5-102K|HPRP6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PSMC3IP","29893","140938","19183","K7ERB6;Q9P2W1","Q91ZY6","C4PFH5;O35047","PSMC3 interacting protein","GT198|HOP2|HUMGT198A|ODG3|TBPIP","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PCBD1","5092","29700","13180","P61457","P61459","P61458","pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha","DCOH|PCBD|PCD|PHS","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PCBD2","84105","685729","72562","Q9H0N5","0","Q9CZL5","pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2","DCOH2|DCOHM|PHS2","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PURG","29942","361162","75029","Q9UJV8","D3ZYS1","Q8R4E6","purine-rich element binding protein G","PURG-A-B","0","0","0","0","0","0","0","0","0","0","0","TFclass","TFclass_mouse","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PHTF1","10745","252962","18685","Q9UMS5","F1M8G0","Q5IBN5;Q80YS3;Q8C2F6;Q9QZ09","putative homeodomain transcription factor 1","PHTF","0","0","0","0","0","0","0","1","1","0","1","TFclass","TFclass_mouse","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PHTF2","57157","296762","68770","Q8N3S3","D3ZSS0","Q8C9D2;Q8CB19","putative homeodomain transcription factor 2","1110054G21Rik|9530062N20Rik|AI447096|C77923","0","0","0","0","0","0","0","0","0","0","0","TFclass","TFclass_mouse","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PWP1","11137","362856","103136","Q13610","D4A1H8","Q99LL5","PWP1 homolog (S. cerevisiae)","IEF-SSP-9502","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PYGO1","26108","691857","72135","Q9Y3Y4","F1M5T3","Q1JPR5;Q9D0P5","pygopus homolog 1 (Drosophila)","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PYGO2","90780","295251","68911","Q5T170;Q9BRQ0","B5DFG8","Q3V113;Q80V76","pygopus homolog 2 (Drosophila)","1190004M21RIK","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RABGEF1","27342","360797","56715","A8K3R3;B3KMF1;Q9UJ41","G3V631","Q9JM13","RAB guanine nucleotide exchange factor (GEF) 1","RABEX5|RABEX-5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RAB11FIP3","9727","303002","215445","O75154","0","Q8CHD8","RAB11 family interacting protein 3 (class II)","CART1|RAB11-FIP3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RAD51","5888","499870","19361","Q06609","B5DF04","Q08297","RAD51 homolog (S. cerevisiae)","BRCC5|HRAD51|HSRAD51|HST16930|MRMV2|RAD51A|RECA","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RAD51B","5890","500679","19363","O15315","0","O35719","RAD51 homolog B (S. cerevisiae)","R51H2|RAD51L1|REC2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RAD54B","25788","313063","623474","O95073;Q9Y620","F1LYB7","Q6PFE3;Q8BKE5","RAD54 homolog B (S. cerevisiae)","RDH54","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RAN","5901","84509","19384","P62826","P62828","P62827","RAN; member RAS oncogene family","ARA24|GSP1|TC4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RBCK1","10616","60383","24105","Q9BYM8","Q62921","Q9WUB0","RanBP-type and C3HC4-type zinc finger containing 1","C20ORF18|HOIL-1|HOIL1|RBCK2|RNF54|UBCE7IP3|XAP3|XAP4|ZRANB4","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RAPGEF3","10411","59326","223864","O95398;Q99777","Q9Z1C8","E9Q2E5;H3BK39;Q3TES7;Q3UQC2;Q8VCC8","Rap guanine nucleotide exchange factor (GEF) 3","CAMP-GEFI|EPAC|EPAC1|HSU79275|BCM910","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RAPGEF4","11069","252857","56508","B7Z278;Q8WZA2;X5D7N4","D3KR63","A2ASW4;A2ASW8;Q571A8;Q9CS95;Q9EQZ6","Rap guanine nucleotide exchange factor (GEF) 4","CAMP-GEFII|CGEF2|EPAC2|NBLA00496","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RAPGEF5","9771","362799","217944","A8MQ07;Q5JPD2;Q92565","P83900","Q8C0Q9","Rap guanine nucleotide exchange factor (GEF) 5","GFR|MR-GEF|REPAC","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RIN3","79890","314397","217835","Q86U22;Q8TB24","D3ZFZ0","P59729;Q3U332;Q6PDX1","Ras and Rab interactor 3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RASSF7","8045","293623","66985","Q02833","B0BNA2","Q9DD19","Ras association (RalGDS/AF-6) domain family (N-terminal) member 7","C11ORF13|HRAS1|HRC1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOA","387","117273","11848","P61586;Q9BVT0","P61589","Q4VAE6;Q9QUI0","ras homolog family member A","ARH12|ARHA|RHO12|RHOH12","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RB1CC1","9821","312927","12421","Q8TDY2","D3ZHK4","Q9ESK9","RB1-inducible coiled-coil 1","CC1|FIP200","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RBAK","57786","288489","57782","Q9NYW8","F1M2Y6","Q8BQC8","RB-associated KRAB zinc finger","ZNF769","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RBBP8NL","140893","0","271887","Q8NC74","0","A2ABX0;Q8CEB4","RBBP8 N-terminal like","C20ORF151","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RDBP","7936","294258","27632","P18615","Q6MG75","P19426;Q3UIA1","RD RNA binding protein","D6S45|NELF-E|RD|RDP","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RLF","6018","313566","109263","Q13129","0","A2A7F4;E9Q532","rearranged L-myc fusion","ZN-15L|ZNF292L","0","0","0","0","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RIPK4","54101","304053","72388","Q96T11;Q9H4D1","0","Q9ERK0","receptor-interacting serine-threonine kinase 4","ANKK2|ANKRD3|DIK|NKRD3|PKK|RIP4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RAG1","5896","84600","19373","P15918","G3V6K9","P15919;Q3TR87","recombination activating gene 1","RAG-1|RNF74","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RBPSUH","0","297767","0","0","0","0","recombining binding protein suppressor of hairless (Drosophila)","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RBPSUH-RS3","0","0","19667","0","0","0","recombining binding protein suppressor of hairless (Drosophila); related sequence 3","IGKRSBP-RS3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RCVRN","5957","140936","19674","P35243","Q8VH47","P34057;Q2TB46","recoverin","RCV1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RIMS3","9783","65025","242662","Q9UJD0","Q9JIR3","Q14BY7;Q80U57","regulating synaptic membrane exocytosis 3","NIM3|RIM3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RCAN1","1827","266766","54720","P53805;Q6FGP2;Q6ZMM3;V9GYW9","Q6IN33","Q542V6;Q7TNY3;Q9JHG6","regulator of calcineurin 1","ADAPT78|CSP1|DSC1|DSCR1|MCIP1|RCN1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RGCC","28984","117183","66214","Q9H4X1","Q9Z2P4","Q9DBX1","regulator of cell cycle","C13ORF15|RGC-32|RGC32|BA157L14.2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RGS11","8786","54291","50782","O94810;Q4TT70","F1LNQ3","G3X8W6","regulator of G-protein signaling 11","RS11","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RGS14","10636","114705","51791","O43566","O08773","P97492","regulator of G-protein signaling 14","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RGS6","9628","54295","50779","B7Z2A0;B7Z2N1;P49758;Q2M3K2","0","Q3UTM5;Q9Z2H2","regulator of G-protein signaling 6","GAP","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RGS7","6000","54296","24012","P49802","P49803","O54829;Q80XD3","regulator of G-protein signaling 7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RGS9","8787","29481","19739","A8K1G1;O75916","P49805","O54828;Q3UUR0","regulator of G-protein signaling 9","PERRS|RGS9L","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RFXANK","8625","306353","19727","O14593","Q5PQM6","Q53X17;Q543F0;Q9Z205","regulatory factor X-associated ankyrin-containing protein","ANKRA1|BLS|F14150_1|RFX-B","0","0","0","0","0","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RFXAP","5994","499617","170767","O00287","Q4KM44","Q8VCG9","regulatory factor X-associated protein","0","0","0","0","0","0","0","0","0","1","1","1","TFclass","TFclass_mouse","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RELL2","285613","361313","225392","Q8NC24","Q5FVJ4","Q8BRJ3","RELT-like 2","C5ORF16","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RSF1","51773","308839","233532","Q05DG0;Q96T23","0","E9Q4Y2","remodeling and spacing factor 1","HBXAP|RSF-1|XAP8|P325","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RFC1","5981","89809","19687","P35251","O88461;Q9Z2R7","G3UWX1;G3X8Z6;P35601;Q5U4B1","replication factor C (activator 1) 1; 145kDa","A1|MHCBFB|PO-GA|RECC1|RFC|RFC140","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"REPIN1","29803","445541","58887","Q9BWE0","Q68H95","Q5U4E2","replication initiator 1","AP4|RIP60|ZNF464|ZFP464","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RPA2","6118","59102","19891","B4DUL2;P15927","Q63528","Q3TE40","replication protein A2; 32kDa","REPA2|RPA32","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RPA4","29935","0","20016","Q13156","0","P52432","replication protein A4; 30kDa","HSU24186","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX1","0","0","385343","0","0","B1APN4;Q4TU92","reproductive homeobox 1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX10","0","652926","434769","0","Q4TU73","Q4TU83","reproductive homeobox 10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX11","0","298346","194738","0","Q4TU72","Q810N8","reproductive homeobox 11","BC049711|GM39|MGC58663","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX12","0","363437","382282","0","Q4TU71","Q4TU81","reproductive homeobox 12","GM1148","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX13","0","691244","73614","0","0","F6YCR7;Q8C1Q7","Reproductive homeobox 13","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX2A","0","0","75199","0","0","G3UYY0;Q9D4Y3","reproductive homeobox 2A","4930539I12RIK|RHOX2|RHOX2.1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX2B","0","0","100039913","0","0","A2A447","reproductive homeobox 2B","OTTMUSG00000017138|RHOX2.2|RHOX2A","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX2C","0","0","100039948","0","0","A2AWL9;V9GXB9","reproductive homeobox 2C","OTTMUSG00000017149|RHOX2.3|RHOX2B","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX2D","0","0","434760","0","0","W4VSN9","reproductive homeobox 2D","EG434760|RHOX2.4|RHOX2C","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX2F","0","0","434764","0","0","A2ANE0","reproductive homeobox 2F","EG434764|RHOX2.6|RHOX2E","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX2G","0","0","434766","0","0","L7MUB9","reproductive homeobox 2G","EG434766|RHOX2.7|RHOX2F","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX2H","0","0","622301","0","0","K7N6P1","reproductive homeobox 2H","OTTMUSG00000017156|RHOX2.8|RHOX2G","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX3A","0","0","382209","0","0","Q4TU90","reproductive homeobox 3A","AY147207|GM1138|PRX|RHOX3|RHOX3.1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX3C","0","0","100135654","0","0","A2AWM0","reproductive homeobox 3C","EG665203|RHOX3.3|RHOX3B","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX3F","0","0","621852","0","0","A2ANE1;A6H657","reproductive homeobox 3F","OTTMUSG00000017155|RHOX3.6|RHOX3E","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RHOX3H","0","0","434758","0","0","L7MU37","reproductive homeobox 3H","EG434758|RHOX3.8|RHOX3G","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
